name,authority_id,postcode,lng,lat,closed,statutory2010,statutory2016,type,closed_year,opened_year,replacement,notes
Lower Kersal ,106,M7  3NQ,-2.28635465109723,53.5083127504534,f,t,t,CL,,,f,
Broughton Community Hub ,106,M7  4BQ,-2.25976405064099,53.5070252789636,f,f,t,CL,,2011,f,
Rounds Green Library,107,B69 1DZ,-2.03406800588174,52.4938467386371,f,t,t,LAL,,,f,
Hamstead Library,107,B43 5EL,-1.93957121249354,52.5350281753178,f,t,t,LAL,,,f,
Wednesbury Library,107,WS109EH,-2.01684394111933,52.5537860850839,f,t,t,LAL,,,f,
Priory express,107,WS100JJ,-1.98616714072022,52.5516110006663,f,f,f,CRL,,,f,
Great Barr Library,107,B43 6NW,-1.93345026266946,52.5466847627562,f,t,t,LAL,,,f,
Tipton Library,107,DY4 8QL,-2.06748267193011,52.5290458089211,f,t,t,LAL,,,f,
Great Bridge Library,107,DY4 7JF,-2.03160319459882,52.5275146457502,f,t,t,LAL,,,f,
Glebefields Library,107,DY4 0SZ,-2.05713533484166,52.5407291263716,f,t,t,LAL,,,f,
Cradley Heath Library,107,B64 5JU,-2.0759826234631,52.4748853230582,f,t,t,LAL,,,f,
Valley Road express,107,B64 7LR,-2.07084599104977,52.4666716859352,f,f,f,CRL,,,f,
Blackheath Library,107,B65 0AE,-2.05117751259659,52.4767056916534,f,t,t,LAL,,,f,
Smethwick Library,107,B66 1AA,-1.97264764934579,52.4964197399857,f,t,t,LAL,,,f,
Galton valley express,107,B66 1DH,-1.97400078682189,52.4998182356665,f,f,f,CRL,,,f,
Thimblemill Library,107,B67 5RJ,-1.97655878219364,52.4815961526181,f,t,t,LAL,,,f,
Brandhall Library,107,B68 0JT,-2.00563818067247,52.4685268657778,f,t,t,LAL,,,f,
Langley Library,107,B68 8QT,-2.00973469417794,52.4874055085142,f,t,t,LAL,,,f,
Bleakhouse Library,107,B68 9DS,-1.99832199741236,52.4750537230636,f,t,t,LAL,,,f,
Oakham Library,107,B69 1RD,-2.04473009255503,52.5067976503363,f,t,t,LAL,,,f,
Oldbury Library,107,B69 2AJ,-2.0162204220299,52.503550704606,f,t,t,LAL,,,f,
Hill Top Library,107,B70 0RZ,-2.01166324266537,52.5394928493363,f,t,t,LAL,,,f,
Beeches express,107,B70 6HQ,-1.98420321416302,52.5167300440661,f,f,f,CRL,,,f,
Central Library (West Bromwich),107,B70 8DZ,-1.99756892533105,52.5203809423833,f,t,t,LAL,,,f,
Stone Cross Library,107,B71 2LH,-1.98599248095727,52.5441943509319,f,t,t,LAL,,,f,
Bright Futures express,107,B71 2RP,-2.00644341125582,52.5364906438672,f,f,f,CRL,,,f,
Litherland,108,L21 6NR,-3.00015564349212,53.4669329635735,t,f,f,,2013,,f,
College Road,108,L23 3DP,-3.03252848498569,53.4861723618982,t,f,f,,2013,,f,
Crosby,108,L22 0LQ,-3.02264140269158,53.4780056306158,f,t,t,LAL,,,f,
Netherton,108,L30 3TL,-2.97845612413842,53.4901869714842,f,f,t,LAL,,2012,f,
Meadows (Maghull),108,L31 7BB,-2.9450897675121,53.5072914992991,f,t,t,LAL,,,f,
Southport,108,PR8 1DJ,-3.00637834412247,53.6469518593029,f,f,t,LAL,,2013,f,
Ainsdale,108,PR8 3NE,-3.03314035834792,53.6024008175736,f,f,f,ICL,,,f,Became independent in 2013
Birkdale,108,PR8 4PD,-3.0139752538793,53.6212072558817,t,f,f,,2013,,f,
Churchtown,108,PR9 7PL,-2.96617268570004,53.6557683586598,t,f,f,,2013,,f,
Aintree,108,L10 6LF,-2.93722125244407,53.4827961637916,t,f,f,,2013,,f,to be demolished and houses built on site. Jan 2016
Orrell,108,L20 6ES,-2.97809331380649,53.4626302129989,t,f,f,,2013,,f,
Bootle,108,L20 3EN,-2.98959277464184,53.4493218730351,f,t,t,LAL,,,f,
Formby,108,L37 4AN,-3.06695194318852,53.5540412184685,f,t,t,LAL,,,f,
Crystal Peaks ,109,S20 7PH,-1.35353040846022,53.3416079247749,f,t,t,LAL,,,f,
Totley,109,S17 4DT,-1.53304365173679,53.3153438822999,f,f,f,CRL,,,f,
Woodhouse,109,S13 7JU,-1.37254735620637,53.3578262821262,f,f,f,CRL,,,f,
Frecheville ,109,S12 4YD,-1.40071380819555,53.3475170274629,f,f,f,CRL,,,f,
Gleadless,109,S12 3GH,-1.42072362347004,53.3429955566692,f,f,f,CRL,,,f,
Manor ,109,S12 2SS,-1.42900792191114,53.3592421951597,f,t,t,LAL,,,f,
Sheffield central,109,S1  1XZ,-1.46677698809561,53.3801358022651,f,t,t,LAL,,,f,
Ecclesall ,109,S11 9PL,-1.51275957267087,53.3553706038096,f,t,t,LAL,,,f,
Broomhill,109,S10 5BR,-1.50289821147936,53.3778017227035,f,f,f,CRL,,,f,
Newfield Green,109,S2  2BT,-1.44811320315672,53.3551522553309,f,f,f,CRL,,,f,
Walkley,109,S6  3TD,-1.502091721944,53.394112809911,f,f,f,CRL,,,f,
Upperthorpe ,109,S6  3NA,-1.48868564416614,53.3897056670825,f,f,f,,,,f,
Southey,109,S5  8RB,-1.48004190303236,53.4179197081825,f,f,f,CRL,,,f,
Parson Cross ,109,S5  8NL,-1.48498906279937,53.4268938054371,f,t,t,LAL,,,f,
Firth Park ,109,S5  6QQ,-1.44878855929879,53.4180942287091,f,t,t,LAL,,,f,
Burngreave,109,S4  7LG,-1.45841319375846,53.3912351636979,f,f,f,CRL,,,f,
Stocksbridge ,109,S36 1DH,-1.59286256976269,53.4820861291135,f,t,t,LAL,,,f,
Ecclesfield,109,S35 9UA,-1.46393081246561,53.4391875182951,f,f,f,CRL,,,f,
Chapeltown ,109,S35 1AE,-1.46980453562974,53.460741397717,f,t,t,LAL,,,f,
Park,109,S2  5QP,-1.45406941030794,53.378154814141,f,f,f,CRL,,,f,
Highfield ,109,S2  4NF,-1.4751597159881,53.3671393076284,f,t,t,LAL,,,f,
Hillsborough ,109,S6  4HD,-1.50438882315972,53.4073806239322,f,t,t,LAL,,,f,
Jordanthorpe,109,S8  8DX,-1.4645054231606,53.3226965619197,f,f,f,CRL,,,f,
Limpsfield,109,S9  1AN,-1.42664844798141,53.4141339082588,t,f,f,,2012,,f,
Tinsley ,109,S9  1UE,-1.39810173260467,53.4124564483659,f,f,f,CRL,,,f,NP June 16: New CRL being set up in Tinsley Forum
Darnall ,109,S9  5JG,-1.41076337304808,53.38673099904,f,t,t,LAL,,,f,
Greenhill,109,S8  7FE,-1.49120986861441,53.3254920216068,f,f,f,CRL,,,f,
Woodseats ,109,S8  0SH,-1.4794678492775,53.3404076925308,f,t,t,LAL,,,f,Currently closed for rebuild with GP surgery on same site
Stannington,109,S6  6BX,-1.5467941773767,53.3931671684024,f,f,f,CRL,,,f,
Library at the Lantern ,110,SY1 4NG,-2.72100508690782,52.7310736388048,f,t,t,LAL,,,f,
Highley,110,,,,f,f,f,CRL,,,f,
Shifnal ,110,TF118AZ,-2.37269148337332,52.6688537868761,f,t,t,LAL,,,f,
Broseley ,110,TF125EL,-2.48166509402635,52.6113755900304,f,t,t,LAL,,,f,
Bridgnorth ,110,WV164AW,-2.42138112663713,52.5344633469597,f,t,t,LAL,,,f,
Craven Arms ,110,SY7 9PS,-2.83528609126373,52.4447368490773,f,f,f,CRL,,,f,
Albrighton ,110,WV7 3QH,-2.27742681772575,52.635682479679,f,t,t,LAL,,,f,
Much Wenlock ,110,TF136AE,-2.55812563185303,52.5955233201248,f,t,t,LAL,,,f,
Whitchurch ,110,SY131AX,-2.68381206286814,52.9695444471096,f,t,t,LAL,,,f,
Shrewsbury ,110,SY1 2AS,-2.75089476794648,52.7107060010505,f,t,t,LAL,,,f,
Oswestry ,110,SY111JN,-3.0560680760842,52.8606059066418,f,t,t,LAL,,,f,
Gobowen ,110,SY113NP,-3.03696657262844,52.8967153116813,f,t,t,LAL,,,f,
Ellesmere ,110,SY120AA,-2.89619252469738,52.9069136650838,f,t,t,LAL,,,f,
Wem ,110,SY4 5AA,-2.72318979931224,52.855792017627,f,t,t,LAL,,,f,
Cleobury Mortimer ,110,DY148PE,-2.48344862273699,52.3801900510479,f,t,t,LAL,,,f,
Shawbury ,110,SY4 4NH,-2.65529076647467,52.7868225772661,f,t,t,LAL,,,f,
Bayston Hill ,110,SY3 0NA,-2.76739488113114,52.6742004348421,f,t,t,LAL,,,f,
Pontesbury ,110,SY5 0TD,-2.88212396366431,52.6465668128033,f,t,t,LAL,,,f,
Bishops Castle,110,SY5 9AQ,-2.96532136376593,52.6927649783352,f,f,f,CRL,,,f,
Church Stretton ,110,SY6 6DQ,-2.80942075683444,52.5377402782752,f,t,t,LAL,,,f,
Ludlow ,110,SY8 2PG,-2.71808791362296,52.3698178528037,f,t,t,LAL,,,f,
Market Drayton ,110,TF9 1PH,-2.48552266893565,52.9046551539764,f,t,t,LAL,,,f,
Chalvey satellite library,111,SL1 2SP,-0.610321505954918,51.506033437015,f,t,t,LAL,,,f,
Britwell ,111,SL2 2DS,-0.631344797425193,51.5348662018862,f,f,t,LAL,,2013,f,
Wexham satellite library,111,SL2 5JW,-0.579284976221907,51.5162093432644,f,t,t,LAL,,,f,
Slough ,111,SL1 1EA,-0.595904246288489,51.5100520523998,f,t,t,LAL,,,f,
Langley ,111,SL3 7UF,-0.555621262014968,51.5015869849909,f,t,t,LAL,,,f,
Cippenham ,111,SL1 5RB,-0.645791373113125,51.5168969849516,f,t,t,LAL,,,f,
Colnbrook satellite library,111,SL3 0JY,-0.521467901975162,51.4848856735102,f,t,t,LAL,,,f,
Solihull Central library: The Core,112,B91 3RG,-1.78003849369428,52.4116678103099,f,t,t,LAL,,,f,Major refurbishment and reopening 2016
Castle Bromwich,112,B36 0EY,-1.7625904300833,52.5043480891737,f,t,t,LAL,,,f,
Meriden,112,CV7 7LN,-1.64862205470021,52.437682559774,f,t,t,LAL,,,f,
Balsall Common,112,CV7 7EL,-1.65067934132091,52.3932595798992,f,t,t,LAL,,,f,
Dickens Heath,112,B90 1SD,-1.83476219798257,52.3866115420905,f,t,t,LAL,,,f,
Shirley,112,B90 3GG,-1.82891504684471,52.4130790543667,f,t,t,LAL,,,f,
Marston Green,112,B37 7DQ,-1.74670809013785,52.4660179144441,f,t,t,LAL,,,f,
Kingshurst,112,B37 6BD,-1.74965722371842,52.4936593841934,f,t,t,LAL,,,f,
Knowle,112,B93 0LL,-1.73538781529771,52.3899731974199,f,t,t,LAL,,,f,
Hobs Moat,112,B92 8EB,-1.78577660867554,52.4441324260797,f,t,t,LAL,,,f,
Olton,112,B92 7AR,-1.80566489638317,52.4380175505704,f,t,t,LAL,,,f,
Hampton in Arden,112,B92 0AY,-1.70111605876376,52.4255373374872,f,t,t,LAL,,,f,
Chelmsley Wood,112,B37 5TN,-1.74056422373862,52.4795435427176,f,t,t,LAL,,,f,
Smith's Wood neighbourhood library,112,B36 0UG,-1.74929368397758,52.5032059440935,f,t,t,,,,f,
South Petherton ,113,TA135BS,-2.80800589008931,50.9485470082438,f,t,t,LAL,,,f,
Milborne Port,113,DT9 5ET,-2.46075773647211,50.9663864138126,f,t,t,LAL,,,f,
Bruton ,113,BA100HA,-2.4529408929354,51.1127116634838,f,t,t,LAL,,,f,
Frome ,113,BA111BE,-2.32006506655804,51.2335629925617,f,t,t,LAL,,,f,
Street ,113,BA160HA,-2.73856706244951,51.1261739101094,f,t,t,LAL,,,f,
Yeovil ,113,BA201PY,-2.63329236450178,50.9409118025077,f,t,t,LAL,,,f,
Sunningdale,113,BA215NP,-2.61846865492388,50.9532299731359,f,t,t,LAL,,,f,
Shepton Mallet ,113,BA4 5AZ,-2.54648877916604,51.1906777465704,f,t,t,LAL,,,f,
Wells ,113,BA5 2PU,-2.64805831024048,51.2089973909082,f,t,t,LAL,,,f,
Glastonbury ,113,BA6 9JB,-2.71551038365704,51.1488157174135,f,t,t,LAL,,,f,
Castle Cary ,113,BA7 7AA,-2.51412884535084,51.0898252562655,f,t,t,LAL,,,f,
Wincanton ,113,BA9 9JS,-2.4095696361441,51.0577228344971,f,t,t,LAL,,,f,
Cheddar ,113,BS273NB,-2.77582570424055,51.2755341953925,f,t,t,LAL,,,f,
Langport ,113,TA109RA,-2.8285454910173,51.0364300763271,f,t,t,LAL,,,f,
Somerton,113,TA117PR,-2.73060889253495,51.0537823408998,f,t,t,LAL,,,f,
Martock ,113,TA126DL,-2.76583409936694,50.9715102516436,f,t,t,LAL,,,f,
Taunton ,113,TA1 3XZ,-3.10149244289535,51.0139152927108,f,t,t,LAL,,,f,
Crewkerne ,113,TA187JS,-2.79532957629389,50.8839057218489,f,t,t,LAL,,,f,
Ilminster ,113,TA190BW,-2.91114707810087,50.9241012026428,f,t,t,LAL,,,f,
Chard ,113,TA202YA,-2.96438305557074,50.8715520990478,f,t,t,LAL,,,f,
Wellington ,113,TA218AQ,-3.22817766577462,50.9775805564572,f,t,t,LAL,,,f,
Dulverton ,113,TA229EX,-3.55084504425798,51.0402346510213,f,t,t,LAL,,,f,
Watchet ,113,TA230AJ,-3.32937919817491,51.1820166983397,f,t,t,LAL,,,f,
Minehead ,113,TA245DJ,-3.47733759486992,51.2048990047509,f,t,t,LAL,,,f,
Porlock ,113,TA247HD,-3.54180932194045,51.1190412186463,f,t,t,LAL,,,f,
Priorswood ,113,TA2 7HD,-3.09195131114683,51.0325474916601,f,t,t,LAL,,,f,
Wiveliscombe,113,TA4 2JT,-3.31238277277165,51.042392315668,f,t,t,LAL,,,f,
Bishops Lydeard ,113,TA4 3AT,-3.18788613082011,51.0609361852193,f,t,t,LAL,,,f,
Williton ,113,TA4 4QA,-3.31963531280216,51.1614623267719,f,t,t,LAL,,,f,
Nether Stowey ,113,TA5 1LN,-3.15781506196926,51.1510816721387,f,t,t,LAL,,,f,
Bridgwater ,113,TA6 3LF,-3.0007844940506,51.128045009109,f,t,t,LAL,,,f,
North Petherton ,113,TA6 6TN,-3.01604157439483,51.0926363653721,f,t,t,LAL,,,f,
Burnham-on-Sea,113,TA8 1EH,-2.99599421658431,51.238079036814,f,t,t,LAL,,,f,
Highbridge ,113,TA9 3BP,-2.97448009755688,51.2191698247954,f,t,t,LAL,,,f,
Cadbury Heath,114,BS308EN,-2.48396162878551,51.4461049301753,f,t,t,LAL,,,f,
Yate,114,BS374AX,-2.41423700487209,51.5404594941954,f,t,t,LAL,,,f,
Thornbury,114,BS352AA,-2.52473728271689,51.6074708591269,f,t,t,LAL,,,f,
Winterbourne,114,BS361LA,-2.50611577116126,51.5223317582782,f,t,t,LAL,,,f,
Emersons Green,114,BS167AP,-2.47758662635415,51.4956656912284,f,t,t,LAL,,,f,
Hanham,114,BS153EJ,-2.51508357457185,51.4484719376613,f,t,t,LAL,,,f,
Kingswood,114,BS154AR,-2.49954464894723,51.4618647718905,f,t,t,LAL,,,f,
Bradley Stoke,114,BS329BS,-2.5457019800956,51.5361899618228,f,t,t,LAL,,,f,
Chipping Sodbury,114,BS376AH,-2.39509530342228,51.5379090398545,f,t,t,LAL,,,f,
Downend,114,BS165TW,-2.50062217688951,51.4879717200039,f,t,t,LAL,,,f,
Patchway,114,BS345PE,-2.57675342455844,51.5312848529154,f,t,t,LAL,,,f,
Filton,114,BS347BR,-2.57413757266472,51.5089986838341,f,t,t,LAL,,,f,
Staple Hill,114,BS165LS,-2.50398952967452,51.4811866421042,f,t,t,LAL,,,f,
Chute Ede library access point,115,NE349UG,-1.43939736105913,54.9605756296698,f,t,t,LAL,,,f,
Hebburn central,115,NE311PN,-1.51899923665666,54.9735421193649,f,f,t,LAL,,2015,f,
Primrose library (Jarrow),115,,,,f,t,t,LAL,,,f,
Jarrow,115,NE323QN,-1.48606307521141,54.9812525321683,f,t,t,LAL,,,f,
South Shields central library,115,NE332PE,-1.43026241661855,54.9980331768349,f,t,t,LAL,,,f,new building planned for late 2016
Boldon Lane,115,NE340LZ,-1.4387298498062,54.9692533690815,f,t,t,LAL,,,f,
Whitburn,115,SR6 7EN,-1.36464832674965,54.9509971691122,f,t,t,LAL,,,f,
Cleadon Park,115,NE347QD,-1.39869825392909,54.9731778848083,f,t,t,LAL,,,f,
East Boldon,115,NE360RY,-1.43996838041531,54.9464606736161,f,t,t,LAL,,,f,
Bitterne ,116,SO185EG,-1.35536535698558,50.9148734228827,f,t,t,,,,f,
Southampton Central ,116,SO147LW,-1.4069793707728,50.9076831028977,f,t,t,LAL,,,f,
Shirley ,116,SO155LL,-1.43443376531047,50.9237448979268,f,t,t,LAL,,,f,
Burgess Road ,116,SO163HF,-1.39529033589448,50.9382694726384,f,t,t,LAL,,,f,
Lordshill,116,SO168HY,-1.44864322039056,50.9409344037616,f,t,t,LAL,,,f,
Millbrook Community ,116,SO169RS,-1.45989114329832,50.9282986346958,f,f,f,CRL,,,f,
Portswood ,116,SO172NG,-1.3916970638535,50.9267854517965,f,t,t,LAL,,,f,
Cobbett Road ,116,SO181HL,-1.37302350185341,50.918737384336,f,t,t,CRL,,,f,
Thornhill Community ,116,SO196DF,-1.33402295346832,50.9082431218761,f,f,f,CRL,,,f,
Wollston ,116,SO199AF,-1.37386363318013,50.8974656624475,f,t,t,LAL,,,f,
Weston ,116,SO199SJ,-1.36171199206082,50.8907724028058,f,t,t,CRL,,,f,
Shoeburyness,117,SS3 9NS,0.776132749563667,51.5346833222949,f,f,t,LAL,,2015,f,replaced 2 former libraries: Friars and Thorpedene
Westcliff ,117,SS0 9PD,0.682843939789959,51.545947438274,f,t,t,LAL,,,f,
Southend Forum ,117,SS2 5TE,0.717257123766925,51.5618653292494,f,t,t,LAL,,2013,f,
Kent Elms ,117,SS9 5UU,0.664113517953079,51.5638309800062,f,t,t,LAL,,,f,
Southchurch ,117,SS1 2XG,0.739943260776265,51.5371984046458,f,t,t,LAL,,,f,
Friars,117,SS3 9UU,0.793546265932386,51.5395131324499,t,f,f,,2015,,f,transfered to new library in Shoeburyness
Leigh ,117,SS9 2DA,0.652051967176177,51.5420431212935,f,t,t,LAL,,,f,
Thorpedene,117,SS3 9NW,0.770320412309301,51.5356212401481,t,f,f,,2015,,f,transfered to new library in Shoeburyness
Blue Anchor Library,118,SE163UQ,-0.0639610428017242,51.4927298810967,f,t,t,LAL,,,f,
Rotherhithe,118,SE167JD,-0.0516678273243574,51.4999451981203,t,f,f,,2011,,f,replaced by new library in Canada Water
Nunhead Library,118,SE153RW,-0.0597170104475084,51.4657897040304,f,t,t,LAL,,,f,
John Harvard Library,118,SE1 1JA,-0.0923981626380744,51.5016939177534,f,t,t,LAL,,,f,
Brandon Library,118,SE173NH,-0.103057933200572,51.4826676698308,f,t,t,LAL,,,f,
Newington Library,118,SE171RS,-0.0968134212500618,51.4908216830359,f,f,t,LAL,,2014,f,
Grove Vale Library,118,SE228EQ,-0.0785346028212626,51.4616662457468,f,t,t,LAL,,,f,
Dulwich Library,118,SE228NB,-0.074584355798128,51.4488048761438,f,t,t,LAL,,,f,
Camberwell Library,118,SE5 7AL,-0.0917900699106176,51.4762349768841,f,f,t,LAL,,2015,f,
Camberwell Library,118,,,,t,t,f,LAL,2015,,f,replaced by new library on Camberwell Green
Kingswood Library,118,SE218QR,-0.0803736008838281,51.4305277824675,f,t,t,LAL,,,f,
Peckham Library,118,SE155JR,-0.0693746797333912,51.4743842431654,f,t,t,LAL,,,f,
East Street Library,118,SE1 5TY,-0.081271505048416,51.4904515051554,f,t,t,LAL,,,f,
Canada Water Library,118,SE167AR,-0.0491800345644476,51.4978085560657,f,f,t,LAL,,2011,f,replaced Rotherhithe library
Parr Library,119,WA9 1SY,-2.7066360436384,53.4497222236963,f,t,t,LAL,,,f,
Peter Street Library,119,WA102EQ,-2.74732965301836,53.4544542541421,f,t,t,LAL,,,f,
Thatto Heath Library,119,WA103QX,-2.75842877786212,53.4375753911775,f,t,t,LAL,,,f,
Central Library St Helens,119,WA101DY,-2.73467976352731,53.4535799359305,f,t,t,LAL,,,f,
Newton-le-Willows Library,119,WA129TU,-2.63746573402652,53.4560439687299,f,t,t,LAL,,,f,
Chester Lane Library,119,WA9 4DE,-2.72581190796061,53.4192523381328,f,t,t,LAL,,,f,
Billinge Library,119,WN5 7HA,-2.70655945382582,53.4995107687198,f,t,t,LAL,,,f,
Haydock Library,119,WA110LY,-2.65683371911874,53.4687927693287,f,t,t,LAL,,,f,
Eccleston Library,119,WA105PJ,-2.77493274267691,53.461855828027,f,t,t,LAL,,,f,
Garswood Library,119,WN4 0TT,-2.67340424677133,53.4878013171853,f,t,t,LAL,,,f,
Rainhill Library,119,L35 0LE,-2.76496272062569,53.4141539764276,f,t,t,LAL,,,f,
Moss Bank Library,119,WA117EQ,-2.72386050355703,53.4744188115263,f,t,t,LAL,,,f,
Rainford Library,119,WA118HA,-2.78421600549925,53.4972555885954,f,t,t,LAL,,,f,
Brereton Library,120,WS151AU,-1.92950285754553,52.7467573563394,f,t,t,LAL,,,f,
Werrington Library,120,ST9 0JS,-2.09802279150523,53.0216585471266,f,t,t,LAL,,,f,
Cheadle Library,120,ST101AA,-1.98796731293579,52.9879532767701,f,t,t,LAL,,,f,
Silverdale Library,120,ST5 6LY,-2.26787079162823,53.0148707989145,f,t,t,LAL,,,f,
Stafford Library,120,ST162DH,-2.11533727156325,52.8062593425054,f,f,t,LAL,,2015,f,relocation of old libary into new building
Holmcroft Library,120,ST161JG,-2.13208963965756,52.8224588181564,f,t,t,,,,f,
Stone Library,120,ST158AT,-2.14786842740049,52.9022299330014,f,t,t,LAL,,,f,
Uttoxeter Library,120,ST147JQ,-1.8663548583973,52.900701246189,f,t,t,LAL,,,f,
Leek Library,120,ST136DW,-2.02368005792279,53.1072906355951,f,t,t,LAL,,,f,
Kidsgrove Library,120,ST7 1BS,-2.24166391470471,53.0862735554813,f,t,t,LAL,,,f,
Talke Library,120,ST7 1RA,-2.25576182476735,53.0692996663881,f,t,t,LAL,,,f,
Eccleshall Library,120,ST216BZ,-2.25411020375568,52.8596201322541,f,t,t,LAL,,,f,
Audley Library,120,ST7 8DB,-2.30087363191311,53.0536788654661,f,t,t,LAL,,,f,
Biddulph Library,120,ST8 6HH,-2.17738348122447,53.1138303444727,f,t,t,LAL,,,f,
Loggerheads Library,120,TF9 4NX,-2.38871278711931,52.9189450637479,f,t,t,LAL,,,f,
Barton Under Needwood Library,120,DE138AX,-1.72197366860312,52.7656456609283,f,t,t,,,,f,
Burton Library,120,DE141AH,-1.62759058578455,52.8029904104104,f,t,t,LAL,,,f,
Burntwood Library,120,WS7 2BX,-1.9327585225007,52.6813059483408,f,t,t,LAL,,,f,
Cheslyn Hay Library,120,WS6 7HP,-2.03990397231133,52.6590326778364,f,f,t,LAL,,2012,f,
Great Wyrley Library,120,WS6 6DY,-2.01787508528993,52.6579323652442,f,t,t,LAL,,,f,
Rugeley Library,120,WS152BB,-1.93567409386286,52.7610452301269,f,t,t,LAL,,,f,
Shenstone Library,120,WS140NF,-1.83912134677664,52.6384790650845,f,t,t,LAL,,,f,
Lichfield Library,120,WS136QG,-1.82997721786957,52.6796840670632,f,t,t,LAL,,,f,
Wombourne Library,120,WV5 9EZ,-2.18435995408199,52.5360322189706,f,t,t,LAL,,,f,
Perton Library,120,WV6 7QU,-2.20135846901391,52.5939440217583,f,t,t,LAL,,,f,
Codsall Library,120,WV8 1PX,-2.19196088690543,52.6256665739986,f,t,t,LAL,,,f,
Heath Hayes Library,120,WS123EA,-1.98042889318271,52.6887577332589,f,t,t,,,,f,
Hednesford Library,120,WS121AD,-1.99961693992407,52.7091297916161,f,t,t,,,,f,
Norton Canes Library,120,WS119RF,-1.96975667179131,52.6753159890398,f,t,t,,,,f,
Cannock Library,120,WS111AA,-2.03497512596143,52.6886911406912,f,t,t,LAL,,,f,
Kinver Library,120,DY7 6HJ,-2.23018957585569,52.4475536087883,f,t,t,LAL,,,f,
Glascote Library,120,B77 2ED,-1.66381184301915,52.6219661324564,f,t,t,,,,f,
Wilnecote Library,120,B77 5LF,-1.66549033343652,52.6052318841012,f,t,t,LAL,,,f,
Gnosall Library,120,ST200ET,-2.2514205495077,52.7823254932788,f,t,t,LAL,,,f,
Brewood Library,120,ST199DT,-2.17539787008603,52.6766729184196,f,t,t,,,,f,
Penkridge Library,120,ST195DL,-2.11294773768437,52.7257784233245,f,t,t,LAL,,,f,
Rising Brook Library,120,ST179LX,-2.11903682429793,52.7867215423191,f,t,t,LAL,,,f,
Baswich Library,120,ST170EA,-2.08001960996941,52.7913839399044,f,t,t,,,,f,
Newcastle under Lyme Library,120,ST5 1AT,-2.22600307291707,53.0123959059435,f,t,t,LAL,,,f,
Wolstanton Library,120,ST5 1AT,-2.22600307291707,53.0123959059435,f,t,t,LAL,,,f,
Clayton Library,120,ST5 3NR,-2.22817283546629,52.9942605843397,f,t,t,LAL,,,f,
Tamworth Library,120,B79 7DN,-1.69632352903154,52.6349182068099,f,t,t,LAL,,,f,
Blythe Bridge Library,120,ST119JR,-2.06511397308101,52.9675753484042,f,f,f,CRL,,,f,
Knutton Library,120,ST5 6EB,-2.25092107048254,53.017074191492,f,t,t,LAL,,,f,
Bredbury,121,SK6 1DJ,-2.10142902971958,53.4167779130958,f,t,t,LAL,,,f,
Marple ,121,SK6 6BA,-2.06225008097923,53.396248034975,f,t,t,LAL,,,f,
High Lane ,121,SK6 8DX,-2.06949159192558,53.3643615004419,f,t,t,LAL,,,f,
Bramhall ,121,SK7 2DU,-2.16486743908062,53.3599980671747,f,t,t,LAL,,,f,
Hazel Grove,121,SK7 4QP,-2.11640154003152,53.3790392174194,f,t,t,LAL,,,f,
Heatons ,121,SK4 3LD,-2.19072471939193,53.4166774912185,f,t,t,LAL,,,f,
Cheadle ,121,SK8 1BB,-2.21302960494536,53.3940604614059,f,t,t,LAL,,,f,
Heald Green ,121,SK8 3JB,-2.22867492988936,53.3699779832334,f,t,t,LAL,,,f,
Cheadle Hulme ,121,SK8 5AU,-2.18891452022791,53.3749194417737,f,t,t,LAL,,,f,
Edgeley ,121,SK3 9NB,-2.17292188098998,53.4009207294183,f,t,t,LAL,,,f,
Great Moor ,121,SK2 7QF,-2.13307169521771,53.3884238273168,f,t,t,LAL,,,f,
Adswood and Bridgehall ,121,,,,f,t,t,LAL,,,f,
Brinnington ,121,SK5 8EN,-2.13347498718861,53.4259415967102,f,t,t,LAL,,,f,
Reddish ,121,SK5 6UG,-2.15837749863047,53.4411826077737,f,t,t,LAL,,,f,
Offerton ,121,,,,f,t,t,LAL,,,f,
Stockport Central ,121,SK1 3RS,-2.16066172758625,53.408236591425,f,t,t,LAL,,,f,
Roseworth Library,122,TS199BX,-1.34198897203575,54.5880478755143,f,t,t,LAL,,,f,
Norton Library,122,TS201AE,-1.31185113234244,54.5895069989421,f,t,t,LAL,,,f,
Yarm Library,122,TS159BH,-1.35449532763631,54.5085082200699,f,t,t,LAL,,,f,
Egglescliffe Library,122,TS160EL,-1.35793038628169,54.5199220948634,f,t,t,LAL,,,f,
Ingleby Barwick Library,122,TS175BL,-1.32072784205171,54.5181911484193,f,t,t,LAL,,,f,
"Thornaby Library, Gilmour Street",122,TS176PF,-1.30097347252024,54.5550693782405,f,t,t,LAL,,,f,
Thornaby Central Library and Customer Service Centre,122,,,,f,t,t,LAL,,,f,
Stockton Central Library and Customer Service Centre,122,TS181TU,-1.31120067661286,54.5665954485583,f,t,t,LAL,,,f,
Ragworth Neighbourhood Centre Library,122,TS190FB,-1.32565642527255,54.5809751417634,f,t,t,LAL,,,f,
Fairfield Library,122,TS197AJ,-1.35094866019191,54.562725997584,f,t,t,LAL,,,f,
Billingham Library and Customer Service Centre,122,TS232LN,-1.29093948086959,54.606722236998,f,f,t,LAL,,2015,f,
Oakwood Hub,123,ST3 3AR,-2.15824657603005,52.9798927653027,f,f,f,CRL,,,f,
